"","PROBEID","SYMBOL","ENTREZID","GENENAME"
"11865","553115_at","PEF1","553115","penta-EF-hand domain containing 1"
"11866","55311_at","ZNF444","55311","zinc finger protein 444"
"11867","55312_at","RFK","55312","riboflavin kinase"
"11868","55313_at","CPPED1","55313","calcineurin like phosphoesterase domain containing 1"
"11869","55314_at","TMEM144","55314","transmembrane protein 144"
"11870","55315_at","SLC29A3","55315","solute carrier family 29 member 3"
"11871","55316_at","RSAD1","55316","radical S-adenosyl methionine domain containing 1"
"11872","55317_at","AP5S1","55317","adaptor related protein complex 5 sigma 1 subunit"
"11873","55319_at","TMA16","55319","translation machinery associated 16 homolog"
"11874","5531_at","PPP4C","5531","protein phosphatase 4 catalytic subunit"
"11875","55320_at","MIS18BP1","55320","MIS18 binding protein 1"
"11876","55321_at","TMEM74B","55321","transmembrane protein 74B"
"11877","55322_at","C5orf22","55322","chromosome 5 open reading frame 22"
"11878","55323_at","LARP6","55323","La ribonucleoprotein domain family member 6"
"11879","55324_at","ABCF3","55324","ATP binding cassette subfamily F member 3"
"11880","55325_at","UFSP2","55325","UFM1 specific peptidase 2"
"11881","55326_at","AGPAT5","55326","1-acylglycerol-3-phosphate O-acyltransferase 5"
"11882","55327_at","LIN7C","55327","lin-7 homolog C, crumbs cell polarity complex component"
"11883","55328_at","RNLS","55328","renalase, FAD dependent amine oxidase"
"11884","55329_at","MNS1","55329","meiosis specific nuclear structural 1"
"11885","5532_at","PPP3CB","5532","protein phosphatase 3 catalytic subunit beta"
"11886","55330_at","BLOC1S4","55330","biogenesis of lysosomal organelles complex 1 subunit 4"
"11887","55331_at","ACER3","55331","alkaline ceramidase 3"
"11888","55332_at","DRAM1","55332","DNA damage regulated autophagy modulator 1"
"11889","55333_at","SYNJ2BP","55333","synaptojanin 2 binding protein"
"11890","55334_at","SLC39A9","55334","solute carrier family 39 member 9"
"11891","55335_at","NIPSNAP3B","55335","nipsnap homolog 3B"
"11892","55336_at","FBXL8","55336","F-box and leucine rich repeat protein 8"
"11893","55337_at","C19orf66","55337","chromosome 19 open reading frame 66"
"11894","55339_at","WDR33","55339","WD repeat domain 33"
"11895","5533_at","PPP3CC","5533","protein phosphatase 3 catalytic subunit gamma"
"11896","55341_at","LSG1","55341","large 60S subunit nuclear export GTPase 1"
"11897","55342_at","STRBP","55342","spermatid perinuclear RNA binding protein"
"11898","55343_at","SLC35C1","55343","solute carrier family 35 member C1"
"11899","55344_at","PLCXD1","55344","phosphatidylinositol specific phospholipase C X domain containing 1"
"11900","55345_at","ZGRF1","55345","zinc finger GRF-type containing 1"
"11901","55346_at","TCP11L1","55346","t-complex 11 like 1"
"11902","55347_at","ABHD10","55347","abhydrolase domain containing 10"
"11903","55349_at","CHDH","55349","choline dehydrogenase"
"11904","5534_at","PPP3R1","5534","protein phosphatase 3 regulatory subunit B, alpha"
"11905","55350_at","VNN3","55350","vanin 3"
"11906","55351_at","STK32B","55351","serine/threonine kinase 32B"
"11907","55352_at","COPRS","55352","coordinator of PRMT5 and differentiation stimulator"
"11908","55353_at","LAPTM4B","55353","lysosomal protein transmembrane 4 beta"
"11909","55355_at","HJURP","55355","Holliday junction recognition protein"
"11910","55356_at","SLC22A15","55356","solute carrier family 22 member 15"
"11911","55357_at","TBC1D2","55357","TBC1 domain family member 2"
"11912","55359_at","STYK1","55359","serine/threonine/tyrosine kinase 1"
"11913","5535_at","PPP3R2","5535","protein phosphatase 3 regulatory subunit B, beta"
"11914","55361_at","PI4K2A","55361","phosphatidylinositol 4-kinase type 2 alpha"
"11915","55362_at","TMEM63B","55362","transmembrane protein 63B"
"11916","55363_at","HEMGN","55363","hemogen"
"11917","55364_at","IMPACT","55364","impact RWD domain protein"
"11918","55365_at","TMEM176A","55365","transmembrane protein 176A"
"11919","55366_at","LGR4","55366","leucine rich repeat containing G protein-coupled receptor 4"
"11920","55367_at","PIDD1","55367","p53-induced death domain protein 1"
"11921","5536_at","PPP5C","5536","protein phosphatase 5 catalytic subunit"
"11922","55370_at","PPP4R1L","55370","protein phosphatase 4 regulatory subunit 1 like (pseudogene)"
"11923","55374_at","TMCO6","55374","transmembrane and coiled-coil domains 6"
"11924","55379_at","LRRC59","55379","leucine rich repeat containing 59"
"11925","5537_at","PPP6C","5537","protein phosphatase 6 catalytic subunit"
"11926","55384_at","MEG3","55384","maternally expressed 3 (non-protein coding)"
"11927","55388_at","MCM10","55388","minichromosome maintenance 10 replication initiation factor"
"11928","5538_at","PPT1","5538","palmitoyl-protein thioesterase 1"
"11929","5539_at","PPY","5539","pancreatic polypeptide"
"11930","553_at","AVPR1B","553","arginine vasopressin receptor 1B"
"11931","5540_at","NPY4R","5540","neuropeptide Y receptor Y4"
"11932","55410_at",NA,NA,NA
"11933","554201_at","CCDC148-AS1","554201","CCDC148 antisense RNA 1"
"11934","554202_at","MIR31HG","554202","MIR31 host gene"
"11935","554206_at","LOC554206","554206","leucine carboxyl methyltransferase 1 pseudogene"
"11936","55421_at","NCBP3","55421","nuclear cap binding subunit 3"
"11937","554226_at","ANKRD30BL","554226","ankyrin repeat domain 30B like"
"11938","55422_at","ZNF331","55422","zinc finger protein 331"
"11939","554235_at","ASPDH","554235","aspartate dehydrogenase domain containing"
"11940","55423_at","SIRPG","55423","signal regulatory protein gamma"
"11941","55425_at","GPALPP1","55425","GPALPP motifs containing 1"
"11942","554279_at","LINC00862","554279","long intergenic non-protein coding RNA 862"
"11943","5542_at","PRB1","5542","proline rich protein BstNI subfamily 1"
"11944","55432_at","YOD1","55432","YOD1 deubiquitinase"
"11945","55435_at","AP1AR","55435","adaptor related protein complex 1 associated regulatory protein"
"11946","55449_at","DHRS4-AS1","55449","DHRS4 antisense RNA 1"
"11947","5544_at","PRB3","5544","proline rich protein BstNI subfamily 3"
"11948","55450_at","CAMK2N1","55450","calcium/calmodulin dependent protein kinase II inhibitor 1"
"11949","55454_at","CSGALNACT2","55454","chondroitin sulfate N-acetylgalactosaminyltransferase 2"
"11950","5545_at","PRB4","5545","proline rich protein BstNI subfamily 4"
"11951","55466_at","DNAJA4","55466","DnaJ heat shock protein family (Hsp40) member A4"
"11952","5546_at","PRCC","5546","papillary renal cell carcinoma (translocation-associated)"
"11953","55471_at","NDUFAF7","55471","NADH:ubiquinone oxidoreductase complex assembly factor 7"
"11954","55472_at","RBM12B-AS1","55472","RBM12B antisense RNA 1"
"11955","5547_at","PRCP","5547","prolylcarboxypeptidase"
"11956","55486_at","PARL","55486","presenilin associated rhomboid like"
"11957","5549_at","PRELP","5549","proline and arginine rich end leucine rich repeat protein"
"11958","554_at","AVPR2","554","arginine vasopressin receptor 2"
"11959","55500_at","ETNK1","55500","ethanolamine kinase 1"
"11960","55501_at","CHST12","55501","carbohydrate sulfotransferase 12"
"11961","55502_at","HES6","55502","hes family bHLH transcription factor 6"
"11962","55503_at","TRPV6","55503","transient receptor potential cation channel subfamily V member 6"
"11963","55504_at","TNFRSF19","55504","TNF receptor superfamily member 19"
"11964","55505_at","NOP10","55505","NOP10 ribonucleoprotein"
"11965","55506_at","H2AFY2","55506","H2A histone family member Y2"
"11966","55507_at","GPRC5D","55507","G protein-coupled receptor class C group 5 member D"
"11967","55508_at","SLC35E3","55508","solute carrier family 35 member E3"
"11968","55509_at","BATF3","55509","basic leucine zipper ATF-like transcription factor 3"
"11969","5550_at","PREP","5550","prolyl endopeptidase"
"11970","55510_at","DDX43","55510","DEAD-box helicase 43"
"11971","55511_at","SAGE1","55511","sarcoma antigen 1"
"11972","55512_at","SMPD3","55512","sphingomyelin phosphodiesterase 3"
"11973","55515_at","ASIC4","55515","acid sensing ion channel subunit family member 4"
"11974","5551_at","PRF1","5551","perforin 1"
"11975","55520_at","ELAC1","55520","elaC ribonuclease Z 1"
"11976","55521_at","TRIM36","55521","tripartite motif containing 36"
"11977","55526_at","DHTKD1","55526","dehydrogenase E1 and transketolase domain containing 1"
"11978","55527_at","FEM1A","55527","fem-1 homolog A"
"11979","55529_at","TMEM55A","55529","transmembrane protein 55A"
"11980","5552_at","SRGN","5552","serglycin"
"11981","55530_at","SVOP","55530","SV2 related protein"
"11982","55531_at","ELMOD1","55531","ELMO domain containing 1"
"11983","55532_at","SLC30A10","55532","solute carrier family 30 member 10"
"11984","55534_at","MAML3","55534","mastermind like transcriptional coactivator 3"
"11985","55536_at","CDCA7L","55536","cell division cycle associated 7 like"
"11986","55539_at","KCNQ1DN","55539","KCNQ1 downstream neighbor (non-protein coding)"
"11987","5553_at","PRG2","5553","proteoglycan 2, pro eosinophil major basic protein"
"11988","55540_at","IL17RB","55540","interleukin 17 receptor B"
"11989","55544_at","RBM38","55544","RNA binding motif protein 38"
"11990","55552_at","ZNF823","55552","zinc finger protein 823"
"11991","55553_at","SOX6","55553","SRY-box 6"
"11992","55554_at","KLK15","55554","kallikrein related peptidase 15"
"11993","55556_at","ENOSF1","55556","enolase superfamily member 1"
"11994","55558_at","PLXNA3","55558","plexin A3"
"11995","55559_at","HAUS7","55559","HAUS augmin like complex subunit 7"
"11996","55561_at","CDC42BPG","55561","CDC42 binding protein kinase gamma"
"11997","55565_at","ZNF821","55565","zinc finger protein 821"
"11998","55567_at","DNAH3","55567","dynein axonemal heavy chain 3"
"11999","55568_at","GALNT10","55568","polypeptide N-acetylgalactosaminyltransferase 10"
"12000","55571_at","CNOT11","55571","CCR4-NOT transcription complex subunit 11"
"12001","55572_at","FOXRED1","55572","FAD dependent oxidoreductase domain containing 1"
"12002","55573_at","CDV3","55573","CDV3 homolog"
"12003","55576_at","STAB2","55576","stabilin 2"
"12004","55577_at","NAGK","55577","N-acetylglucosamine kinase"
"12005","55578_at","SUPT20H","55578","SPT20 homolog, SAGA complex component"
"12006","5557_at","PRIM1","5557","primase (DNA) subunit 1"
"12007","55584_at","CHRNA9","55584","cholinergic receptor nicotinic alpha 9 subunit"
"12008","55585_at","UBE2Q1","55585","ubiquitin conjugating enzyme E2 Q1"
"12009","55586_at","MIOX","55586","myo-inositol oxygenase"
"12010","55588_at","MED29","55588","mediator complex subunit 29"
"12011","55589_at","BMP2K","55589","BMP2 inducible kinase"
"12012","5558_at","PRIM2","5558","primase (DNA) subunit 2"
"12013","55591_at","VEZT","55591","vezatin, adherens junctions transmembrane protein"
"12014","55592_at","GOLGA2P5","55592","golgin A2 pseudogene 5"
"12015","55593_at","OTUD5","55593","OTU deubiquitinase 5"
"12016","55596_at","ZCCHC8","55596","zinc finger CCHC-type containing 8"
"12017","55599_at","RNPC3","55599","RNA binding region (RNP1, RRM) containing 3"
"12018","55600_at","ITLN1","55600","intelectin 1"
"12019","55601_at","DDX60","55601","DExD/H-box helicase 60"
"12020","55602_at","CDKN2AIP","55602","CDKN2A interacting protein"
"12021","55603_at","FAM46A","55603","family with sequence similarity 46 member A"
"12022","55604_at","CARMIL1","55604","capping protein regulator and myosin 1 linker 1"
"12023","55605_at","KIF21A","55605","kinesin family member 21A"
"12024","55607_at","PPP1R9A","55607","protein phosphatase 1 regulatory subunit 9A"
"12025","55608_at","ANKRD10","55608","ankyrin repeat domain 10"
"12026","55609_at","ZNF280C","55609","zinc finger protein 280C"
"12027","55610_at","VPS50","55610","VPS50, EARP/GARPII complex subunit"
"12028","55611_at","OTUB1","55611","OTU deubiquitinase, ubiquitin aldehyde binding 1"
"12029","55612_at","FERMT1","55612","fermitin family member 1"
"12030","55613_at","MTMR8","55613","myotubularin related protein 8"
"12031","55614_at","KIF16B","55614","kinesin family member 16B"
"12032","55615_at","PRR5","55615","proline rich 5"
"12033","55616_at","ASAP3","55616","ArfGAP with SH3 domain, ankyrin repeat and PH domain 3"
"12034","55617_at","TASP1","55617","taspase 1"
"12035","55619_at","DOCK10","55619","dedicator of cytokinesis 10"
"12036","55620_at","STAP2","55620","signal transducing adaptor family member 2"
"12037","55621_at","TRMT1","55621","tRNA methyltransferase 1"
"12038","55622_at","TTC27","55622","tetratricopeptide repeat domain 27"
"12039","55623_at","THUMPD1","55623","THUMP domain containing 1"
"12040","55624_at","POMGNT1","55624","protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1,2-)"
"12041","55625_at","ZDHHC7","55625","zinc finger DHHC-type containing 7"
"12042","55626_at","AMBRA1","55626","autophagy and beclin 1 regulator 1"
"12043","55628_at","ZNF407","55628","zinc finger protein 407"
"12044","55629_at","PNRC2","55629","proline rich nuclear receptor coactivator 2"
"12045","5562_at","PRKAA1","5562","protein kinase AMP-activated catalytic subunit alpha 1"
"12046","55630_at","SLC39A4","55630","solute carrier family 39 member 4"
"12047","55631_at","LRRC40","55631","leucine rich repeat containing 40"
"12048","55632_at","G2E3","55632","G2/M-phase specific E3 ubiquitin protein ligase"
"12049","55633_at","TBC1D22B","55633","TBC1 domain family member 22B"
"12050","55634_at","KRBOX4","55634","KRAB box domain containing 4"
"12051","55635_at","DEPDC1","55635","DEP domain containing 1"
"12052","55636_at","CHD7","55636","chromodomain helicase DNA binding protein 7"
"12053","55638_at","SYBU","55638","syntabulin"
"12054","5563_at","PRKAA2","5563","protein kinase AMP-activated catalytic subunit alpha 2"
"12055","55640_at","FLVCR2","55640","feline leukemia virus subgroup C cellular receptor family member 2"
"12056","55643_at","BTBD2","55643","BTB domain containing 2"
"12057","55644_at","OSGEP","55644","O-sialoglycoprotein endopeptidase"
"12058","55646_at","LYAR","55646","Ly1 antibody reactive"
"12059","55647_at","RAB20","55647","RAB20, member RAS oncogene family"
"12060","5564_at","PRKAB1","5564","protein kinase AMP-activated non-catalytic subunit beta 1"
"12061","55650_at","PIGV","55650","phosphatidylinositol glycan anchor biosynthesis class V"
"12062","55651_at","NHP2","55651","NHP2 ribonucleoprotein"
"12063","55652_at","SLC48A1","55652","solute carrier family 48 member 1"
"12064","55653_at","BCAS4","55653","breast carcinoma amplified sequence 4"
"12065","55654_at","TMEM127","55654","transmembrane protein 127"
"12066","55655_at","NLRP2","55655","NLR family pyrin domain containing 2"
"12067","55656_at","INTS8","55656","integrator complex subunit 8"
"12068","55657_at","ZNF692","55657","zinc finger protein 692"
"12069","55658_at","RNF126","55658","ring finger protein 126"
"12070","55659_at","ZNF416","55659","zinc finger protein 416"
"12071","5565_at","PRKAB2","5565","protein kinase AMP-activated non-catalytic subunit beta 2"
"12072","55660_at","PRPF40A","55660","pre-mRNA processing factor 40 homolog A"
"12073","55661_at","DDX27","55661","DEAD-box helicase 27"
"12074","55662_at","HIF1AN","55662","hypoxia inducible factor 1 alpha subunit inhibitor"
"12075","55663_at","ZNF446","55663","zinc finger protein 446"
"12076","55664_at","CDC37L1","55664","cell division cycle 37 like 1"
"12077","55665_at","URGCP","55665","upregulator of cell proliferation"
"12078","55666_at","NPLOC4","55666","NPL4 homolog, ubiquitin recognition factor"
"12079","55667_at","DENND4C","55667","DENN domain containing 4C"
"12080","55668_at","GPATCH2L","55668","G-patch domain containing 2 like"
"12081","55669_at","MFN1","55669","mitofusin 1"
"12082","5566_at","PRKACA","5566","protein kinase cAMP-activated catalytic subunit alpha"
"12083","55670_at","PEX26","55670","peroxisomal biogenesis factor 26"
"12084","55671_at","PPP4R3A","55671","protein phosphatase 4 regulatory subunit 3A"
